Data,Cod_Sensor,Lectura,Fecha,Topic
24.94,5,Temp1,"2019-04-08 12:21:33",DRN111
0,6,ain1,"2019-04-08 12:21:33",DRN111
0,7,ain2,"2019-04-08 12:21:33",DRN111
0,8,ain3,"2019-04-08 12:21:33",DRN111
0,5,Temp1,"2019-04-08 12:21:32",DRN111
0,6,ain1,"2019-04-08 12:21:32",DRN111
0,7,ain2,"2019-04-08 12:21:32",DRN111
0,8,ain3,"2019-04-08 12:21:32",DRN111
24.94,5,Temp1,"2019-04-08 12:21:29",DRN111
0,6,ain1,"2019-04-08 12:21:29",DRN111
0,7,ain2,"2019-04-08 12:21:29",DRN111
0,8,ain3,"2019-04-08 12:21:29",DRN111
0,5,Temp1,"2019-04-08 12:21:28",DRN111
0,6,ain1,"2019-04-08 12:21:28",DRN111
0,7,ain2,"2019-04-08 12:21:28",DRN111
0,8,ain3,"2019-04-08 12:21:28",DRN111
24.94,5,Temp1,"2019-04-08 12:21:25",DRN111
0,6,ain1,"2019-04-08 12:21:25",DRN111
0,7,ain2,"2019-04-08 12:21:25",DRN111
0,8,ain3,"2019-04-08 12:21:25",DRN111
0,5,Temp1,"2019-04-08 12:21:24",DRN111
0,6,ain1,"2019-04-08 12:21:24",DRN111
0,7,ain2,"2019-04-08 12:21:24",DRN111
0,8,ain3,"2019-04-08 12:21:24",DRN111
24.88,5,Temp1,"2019-04-08 12:21:19",DRN111
0,6,ain1,"2019-04-08 12:21:19",DRN111
0,7,ain2,"2019-04-08 12:21:19",DRN111
0,8,ain3,"2019-04-08 12:21:19",DRN111
0,5,Temp1,"2019-04-08 12:21:18",DRN111
0,6,ain1,"2019-04-08 12:21:18",DRN111
0,7,ain2,"2019-04-08 12:21:18",DRN111
0,8,ain3,"2019-04-08 12:21:18",DRN111
24.94,5,Temp1,"2019-04-08 12:21:15",DRN111
0,6,ain1,"2019-04-08 12:21:15",DRN111
0,7,ain2,"2019-04-08 12:21:15",DRN111
0,8,ain3,"2019-04-08 12:21:15",DRN111
0,5,Temp1,"2019-04-08 12:21:14",DRN111
0,6,ain1,"2019-04-08 12:21:14",DRN111
0,7,ain2,"2019-04-08 12:21:14",DRN111
0,8,ain3,"2019-04-08 12:21:14",DRN111
24.94,5,Temp1,"2019-04-08 12:21:11",DRN111
0,6,ain1,"2019-04-08 12:21:11",DRN111
0,7,ain2,"2019-04-08 12:21:11",DRN111
0,8,ain3,"2019-04-08 12:21:11",DRN111
0,5,Temp1,"2019-04-08 12:21:10",DRN111
0,6,ain1,"2019-04-08 12:21:10",DRN111
0,7,ain2,"2019-04-08 12:21:10",DRN111
0,8,ain3,"2019-04-08 12:21:10",DRN111
24.88,5,Temp1,"2019-04-08 12:21:07",DRN111
0,6,ain1,"2019-04-08 12:21:07",DRN111
0,7,ain2,"2019-04-08 12:21:07",DRN111
0,8,ain3,"2019-04-08 12:21:07",DRN111
0,5,Temp1,"2019-04-08 12:21:06",DRN111
0,6,ain1,"2019-04-08 12:21:06",DRN111
0,7,ain2,"2019-04-08 12:21:06",DRN111
0,8,ain3,"2019-04-08 12:21:06",DRN111
24.88,5,Temp1,"2019-04-08 12:21:01",DRN111
0,6,ain1,"2019-04-08 12:21:01",DRN111
0,7,ain2,"2019-04-08 12:21:01",DRN111
0,8,ain3,"2019-04-08 12:21:01",DRN111
0,5,Temp1,"2019-04-08 12:21:00",DRN111
0,6,ain1,"2019-04-08 12:21:00",DRN111
0,7,ain2,"2019-04-08 12:21:00",DRN111
0,8,ain3,"2019-04-08 12:21:00",DRN111
24.88,5,Temp1,"2019-04-08 12:20:57",DRN111
0,6,ain1,"2019-04-08 12:20:57",DRN111
0,7,ain2,"2019-04-08 12:20:57",DRN111
0,8,ain3,"2019-04-08 12:20:57",DRN111
0,5,Temp1,"2019-04-08 12:20:56",DRN111
0,6,ain1,"2019-04-08 12:20:56",DRN111
0,7,ain2,"2019-04-08 12:20:56",DRN111
0,8,ain3,"2019-04-08 12:20:56",DRN111
24.88,5,Temp1,"2019-04-08 12:20:53",DRN111
0,6,ain1,"2019-04-08 12:20:53",DRN111
0,7,ain2,"2019-04-08 12:20:53",DRN111
0,8,ain3,"2019-04-08 12:20:53",DRN111
0,5,Temp1,"2019-04-08 12:20:52",DRN111
0,6,ain1,"2019-04-08 12:20:52",DRN111
0,7,ain2,"2019-04-08 12:20:52",DRN111
0,8,ain3,"2019-04-08 12:20:52",DRN111
24.88,5,Temp1,"2019-04-08 12:20:49",DRN111
0,6,ain1,"2019-04-08 12:20:49",DRN111
0,7,ain2,"2019-04-08 12:20:49",DRN111
0,8,ain3,"2019-04-08 12:20:49",DRN111
0,5,Temp1,"2019-04-08 12:20:48",DRN111
0,6,ain1,"2019-04-08 12:20:48",DRN111
0,7,ain2,"2019-04-08 12:20:48",DRN111
0,8,ain3,"2019-04-08 12:20:48",DRN111
24.88,5,Temp1,"2019-04-08 12:20:44",DRN111
0,6,ain1,"2019-04-08 12:20:44",DRN111
0,7,ain2,"2019-04-08 12:20:44",DRN111
0,8,ain3,"2019-04-08 12:20:44",DRN111
0,5,Temp1,"2019-04-08 12:20:43",DRN111
0,6,ain1,"2019-04-08 12:20:43",DRN111
0,7,ain2,"2019-04-08 12:20:43",DRN111
0,8,ain3,"2019-04-08 12:20:43",DRN111
24.88,5,Temp1,"2019-04-08 12:20:39",DRN111
0,6,ain1,"2019-04-08 12:20:39",DRN111
0,7,ain2,"2019-04-08 12:20:39",DRN111
0,8,ain3,"2019-04-08 12:20:39",DRN111
0,5,Temp1,"2019-04-08 12:20:38",DRN111
0,6,ain1,"2019-04-08 12:20:38",DRN111
0,7,ain2,"2019-04-08 12:20:38",DRN111
0,8,ain3,"2019-04-08 12:20:38",DRN111
24.88,5,Temp1,"2019-04-08 12:20:35",DRN111
0,6,ain1,"2019-04-08 12:20:35",DRN111
0,7,ain2,"2019-04-08 12:20:35",DRN111
0,8,ain3,"2019-04-08 12:20:35",DRN111
0,5,Temp1,"2019-04-08 12:20:34",DRN111
0,6,ain1,"2019-04-08 12:20:34",DRN111
0,7,ain2,"2019-04-08 12:20:34",DRN111
0,8,ain3,"2019-04-08 12:20:34",DRN111
24.88,5,Temp1,"2019-04-08 12:20:31",DRN111
0,6,ain1,"2019-04-08 12:20:31",DRN111
0,7,ain2,"2019-04-08 12:20:31",DRN111
0,8,ain3,"2019-04-08 12:20:31",DRN111
0,5,Temp1,"2019-04-08 12:20:30",DRN111
0,6,ain1,"2019-04-08 12:20:30",DRN111
0,7,ain2,"2019-04-08 12:20:30",DRN111
0,8,ain3,"2019-04-08 12:20:30",DRN111
24.88,5,Temp1,"2019-04-08 12:20:26",DRN111
0,6,ain1,"2019-04-08 12:20:26",DRN111
0,7,ain2,"2019-04-08 12:20:26",DRN111
0,8,ain3,"2019-04-08 12:20:26",DRN111
0,5,Temp1,"2019-04-08 12:20:25",DRN111
0,6,ain1,"2019-04-08 12:20:25",DRN111
0,7,ain2,"2019-04-08 12:20:25",DRN111
0,8,ain3,"2019-04-08 12:20:25",DRN111
24.88,5,Temp1,"2019-04-08 12:20:21",DRN111
0,6,ain1,"2019-04-08 12:20:21",DRN111
0,7,ain2,"2019-04-08 12:20:21",DRN111
0,8,ain3,"2019-04-08 12:20:21",DRN111
0,5,Temp1,"2019-04-08 12:20:20",DRN111
0,6,ain1,"2019-04-08 12:20:20",DRN111
0,7,ain2,"2019-04-08 12:20:20",DRN111
0,8,ain3,"2019-04-08 12:20:20",DRN111
24.88,5,Temp1,"2019-04-08 12:20:17",DRN111
0,6,ain1,"2019-04-08 12:20:17",DRN111
0,7,ain2,"2019-04-08 12:20:17",DRN111
0,8,ain3,"2019-04-08 12:20:17",DRN111
0,5,Temp1,"2019-04-08 12:20:16",DRN111
0,6,ain1,"2019-04-08 12:20:16",DRN111
0,7,ain2,"2019-04-08 12:20:16",DRN111
0,8,ain3,"2019-04-08 12:20:16",DRN111
24.88,5,Temp1,"2019-04-08 12:20:13",DRN111
0,6,ain1,"2019-04-08 12:20:13",DRN111
0,7,ain2,"2019-04-08 12:20:13",DRN111
0,8,ain3,"2019-04-08 12:20:13",DRN111
0,5,Temp1,"2019-04-08 12:20:12",DRN111
0,6,ain1,"2019-04-08 12:20:12",DRN111
0,7,ain2,"2019-04-08 12:20:12",DRN111
0,8,ain3,"2019-04-08 12:20:12",DRN111
24.88,5,Temp1,"2019-04-08 12:20:08",DRN111
0,6,ain1,"2019-04-08 12:20:08",DRN111
0,7,ain2,"2019-04-08 12:20:08",DRN111
0,8,ain3,"2019-04-08 12:20:08",DRN111
0,5,Temp1,"2019-04-08 12:20:07",DRN111
0,6,ain1,"2019-04-08 12:20:07",DRN111
0,7,ain2,"2019-04-08 12:20:07",DRN111
0,8,ain3,"2019-04-08 12:20:07",DRN111
24.88,5,Temp1,"2019-04-08 12:20:04",DRN111
0,6,ain1,"2019-04-08 12:20:04",DRN111
0,7,ain2,"2019-04-08 12:20:04",DRN111
0,8,ain3,"2019-04-08 12:20:04",DRN111
0,5,Temp1,"2019-04-08 12:20:03",DRN111
0,6,ain1,"2019-04-08 12:20:03",DRN111
0,7,ain2,"2019-04-08 12:20:03",DRN111
0,8,ain3,"2019-04-08 12:20:03",DRN111
24.88,5,Temp1,"2019-04-08 12:19:59",DRN111
0,6,ain1,"2019-04-08 12:19:59",DRN111
0,7,ain2,"2019-04-08 12:19:59",DRN111
0,8,ain3,"2019-04-08 12:19:59",DRN111
0,5,Temp1,"2019-04-08 12:19:58",DRN111
0,6,ain1,"2019-04-08 12:19:58",DRN111
0,7,ain2,"2019-04-08 12:19:58",DRN111
0,8,ain3,"2019-04-08 12:19:58",DRN111
24.88,5,Temp1,"2019-04-08 12:19:55",DRN111
0,6,ain1,"2019-04-08 12:19:55",DRN111
0,7,ain2,"2019-04-08 12:19:55",DRN111
0,8,ain3,"2019-04-08 12:19:55",DRN111
0,5,Temp1,"2019-04-08 12:19:54",DRN111
0,6,ain1,"2019-04-08 12:19:54",DRN111
0,7,ain2,"2019-04-08 12:19:54",DRN111
0,8,ain3,"2019-04-08 12:19:54",DRN111
24.88,5,Temp1,"2019-04-08 12:19:50",DRN111
0,6,ain1,"2019-04-08 12:19:50",DRN111
0,7,ain2,"2019-04-08 12:19:50",DRN111
0,8,ain3,"2019-04-08 12:19:50",DRN111
0,5,Temp1,"2019-04-08 12:19:49",DRN111
0,6,ain1,"2019-04-08 12:19:49",DRN111
0,7,ain2,"2019-04-08 12:19:49",DRN111
0,8,ain3,"2019-04-08 12:19:49",DRN111
24.88,5,Temp1,"2019-04-08 12:19:46",DRN111
0,6,ain1,"2019-04-08 12:19:46",DRN111
0,7,ain2,"2019-04-08 12:19:46",DRN111
0,8,ain3,"2019-04-08 12:19:46",DRN111
0,5,Temp1,"2019-04-08 12:19:45",DRN111
0,6,ain1,"2019-04-08 12:19:45",DRN111
0,7,ain2,"2019-04-08 12:19:45",DRN111
0,8,ain3,"2019-04-08 12:19:45",DRN111
24.88,5,Temp1,"2019-04-08 12:19:41",DRN111
0,6,ain1,"2019-04-08 12:19:41",DRN111
0,7,ain2,"2019-04-08 12:19:41",DRN111
0,8,ain3,"2019-04-08 12:19:41",DRN111
0,5,Temp1,"2019-04-08 12:19:40",DRN111
0,6,ain1,"2019-04-08 12:19:40",DRN111
0,7,ain2,"2019-04-08 12:19:40",DRN111
0,8,ain3,"2019-04-08 12:19:40",DRN111
24.88,5,Temp1,"2019-04-08 12:19:37",DRN111
0,6,ain1,"2019-04-08 12:19:37",DRN111
0,7,ain2,"2019-04-08 12:19:37",DRN111
0,8,ain3,"2019-04-08 12:19:37",DRN111
0,5,Temp1,"2019-04-08 12:19:36",DRN111
0,6,ain1,"2019-04-08 12:19:36",DRN111
0,7,ain2,"2019-04-08 12:19:36",DRN111
0,8,ain3,"2019-04-08 12:19:36",DRN111
24.88,5,Temp1,"2019-04-08 12:19:32",DRN111
0,6,ain1,"2019-04-08 12:19:32",DRN111
0,7,ain2,"2019-04-08 12:19:32",DRN111
0,8,ain3,"2019-04-08 12:19:32",DRN111
0,5,Temp1,"2019-04-08 12:19:31",DRN111
0,6,ain1,"2019-04-08 12:19:31",DRN111
0,7,ain2,"2019-04-08 12:19:31",DRN111
0,8,ain3,"2019-04-08 12:19:31",DRN111
24.88,5,Temp1,"2019-04-08 12:19:28",DRN111
0,6,ain1,"2019-04-08 12:19:28",DRN111
0,7,ain2,"2019-04-08 12:19:28",DRN111
0,8,ain3,"2019-04-08 12:19:28",DRN111
0,5,Temp1,"2019-04-08 12:19:27",DRN111
0,6,ain1,"2019-04-08 12:19:27",DRN111
0,7,ain2,"2019-04-08 12:19:27",DRN111
0,8,ain3,"2019-04-08 12:19:27",DRN111
24.88,5,Temp1,"2019-04-08 12:19:24",DRN111
0,6,ain1,"2019-04-08 12:19:24",DRN111
0,7,ain2,"2019-04-08 12:19:24",DRN111
0,8,ain3,"2019-04-08 12:19:24",DRN111
0,5,Temp1,"2019-04-08 12:19:23",DRN111
0,6,ain1,"2019-04-08 12:19:23",DRN111
0,7,ain2,"2019-04-08 12:19:23",DRN111
0,8,ain3,"2019-04-08 12:19:23",DRN111
24.88,5,Temp1,"2019-04-08 12:19:19",DRN111
0,6,ain1,"2019-04-08 12:19:19",DRN111
0,7,ain2,"2019-04-08 12:19:19",DRN111
0,8,ain3,"2019-04-08 12:19:19",DRN111
0,5,Temp1,"2019-04-08 12:19:18",DRN111
0,6,ain1,"2019-04-08 12:19:18",DRN111
0,7,ain2,"2019-04-08 12:19:18",DRN111
0,8,ain3,"2019-04-08 12:19:18",DRN111
24.88,5,Temp1,"2019-04-08 12:19:14",DRN111
0,6,ain1,"2019-04-08 12:19:14",DRN111
0,7,ain2,"2019-04-08 12:19:14",DRN111
0,8,ain3,"2019-04-08 12:19:14",DRN111
0,5,Temp1,"2019-04-08 12:19:13",DRN111
0,6,ain1,"2019-04-08 12:19:13",DRN111
0,7,ain2,"2019-04-08 12:19:13",DRN111
0,8,ain3,"2019-04-08 12:19:13",DRN111
24.88,5,Temp1,"2019-04-08 12:19:10",DRN111
0,6,ain1,"2019-04-08 12:19:10",DRN111
0,7,ain2,"2019-04-08 12:19:10",DRN111
0,8,ain3,"2019-04-08 12:19:10",DRN111
0,5,Temp1,"2019-04-08 12:19:09",DRN111
0,6,ain1,"2019-04-08 12:19:09",DRN111
0,7,ain2,"2019-04-08 12:19:09",DRN111
0,8,ain3,"2019-04-08 12:19:09",DRN111
24.94,5,Temp1,"2019-04-08 12:19:06",DRN111
0,6,ain1,"2019-04-08 12:19:06",DRN111
0,7,ain2,"2019-04-08 12:19:06",DRN111
0,8,ain3,"2019-04-08 12:19:06",DRN111
0,5,Temp1,"2019-04-08 12:19:05",DRN111
0,6,ain1,"2019-04-08 12:19:05",DRN111
0,7,ain2,"2019-04-08 12:19:05",DRN111
0,8,ain3,"2019-04-08 12:19:05",DRN111
24.94,5,Temp1,"2019-04-08 12:19:01",DRN111
0,6,ain1,"2019-04-08 12:19:01",DRN111
0,7,ain2,"2019-04-08 12:19:01",DRN111
0,8,ain3,"2019-04-08 12:19:01",DRN111
0,5,Temp1,"2019-04-08 12:19:00",DRN111
0,6,ain1,"2019-04-08 12:19:00",DRN111
0,7,ain2,"2019-04-08 12:19:00",DRN111
0,8,ain3,"2019-04-08 12:19:00",DRN111
24.94,5,Temp1,"2019-04-08 12:18:56",DRN111
0,6,ain1,"2019-04-08 12:18:56",DRN111
0,7,ain2,"2019-04-08 12:18:56",DRN111
0,8,ain3,"2019-04-08 12:18:56",DRN111
0,5,Temp1,"2019-04-08 12:18:55",DRN111
0,6,ain1,"2019-04-08 12:18:55",DRN111
0,7,ain2,"2019-04-08 12:18:55",DRN111
0,8,ain3,"2019-04-08 12:18:55",DRN111
24.94,5,Temp1,"2019-04-08 12:18:52",DRN111
0,6,ain1,"2019-04-08 12:18:52",DRN111
0,7,ain2,"2019-04-08 12:18:52",DRN111
0,8,ain3,"2019-04-08 12:18:52",DRN111
0,5,Temp1,"2019-04-08 12:18:51",DRN111
0,6,ain1,"2019-04-08 12:18:51",DRN111
0,7,ain2,"2019-04-08 12:18:51",DRN111
0,8,ain3,"2019-04-08 12:18:51",DRN111
24.94,5,Temp1,"2019-04-08 12:18:48",DRN111
0,6,ain1,"2019-04-08 12:18:48",DRN111
0,7,ain2,"2019-04-08 12:18:48",DRN111
0,8,ain3,"2019-04-08 12:18:48",DRN111
0,5,Temp1,"2019-04-08 12:18:47",DRN111
0,6,ain1,"2019-04-08 12:18:47",DRN111
0,7,ain2,"2019-04-08 12:18:47",DRN111
0,8,ain3,"2019-04-08 12:18:47",DRN111
24.94,5,Temp1,"2019-04-08 12:18:44",DRN111
0,6,ain1,"2019-04-08 12:18:44",DRN111
0,7,ain2,"2019-04-08 12:18:44",DRN111
0,8,ain3,"2019-04-08 12:18:44",DRN111
0,5,Temp1,"2019-04-08 12:18:42",DRN111
0,6,ain1,"2019-04-08 12:18:42",DRN111
0,7,ain2,"2019-04-08 12:18:42",DRN111
0,8,ain3,"2019-04-08 12:18:42",DRN111
24.94,5,Temp1,"2019-04-08 12:18:38",DRN111
0,6,ain1,"2019-04-08 12:18:38",DRN111
0,7,ain2,"2019-04-08 12:18:38",DRN111
0,8,ain3,"2019-04-08 12:18:38",DRN111
0,5,Temp1,"2019-04-08 12:18:37",DRN111
0,6,ain1,"2019-04-08 12:18:37",DRN111
0,7,ain2,"2019-04-08 12:18:37",DRN111
0,8,ain3,"2019-04-08 12:18:37",DRN111
24.94,5,Temp1,"2019-04-08 12:18:34",DRN111
0,6,ain1,"2019-04-08 12:18:34",DRN111
0,7,ain2,"2019-04-08 12:18:34",DRN111
0,8,ain3,"2019-04-08 12:18:34",DRN111
0,5,Temp1,"2019-04-08 12:18:33",DRN111
0,6,ain1,"2019-04-08 12:18:33",DRN111
0,7,ain2,"2019-04-08 12:18:33",DRN111
0,8,ain3,"2019-04-08 12:18:33",DRN111
24.94,5,Temp1,"2019-04-08 12:18:30",DRN111
0,6,ain1,"2019-04-08 12:18:30",DRN111
0,7,ain2,"2019-04-08 12:18:30",DRN111
0,8,ain3,"2019-04-08 12:18:30",DRN111
0,5,Temp1,"2019-04-08 12:18:29",DRN111
0,6,ain1,"2019-04-08 12:18:29",DRN111
0,7,ain2,"2019-04-08 12:18:29",DRN111
0,8,ain3,"2019-04-08 12:18:29",DRN111
0,5,Temp1,"2019-04-08 12:18:25",DRN111
0,6,ain1,"2019-04-08 12:18:25",DRN111
0,7,ain2,"2019-04-08 12:18:25",DRN111
0,8,ain3,"2019-04-08 12:18:25",DRN111
24.94,5,Temp1,"2019-04-08 12:18:25",DRN111
0,6,ain1,"2019-04-08 12:18:25",DRN111
0,7,ain2,"2019-04-08 12:18:25",DRN111
0,8,ain3,"2019-04-08 12:18:25",DRN111
24.94,5,Temp1,"2019-04-08 12:18:20",DRN111
0,6,ain1,"2019-04-08 12:18:20",DRN111
0,7,ain2,"2019-04-08 12:18:20",DRN111
0,8,ain3,"2019-04-08 12:18:20",DRN111
0,5,Temp1,"2019-04-08 12:18:19",DRN111
0,6,ain1,"2019-04-08 12:18:19",DRN111
0,7,ain2,"2019-04-08 12:18:19",DRN111
0,8,ain3,"2019-04-08 12:18:19",DRN111
24.94,5,Temp1,"2019-04-08 12:18:16",DRN111
0,6,ain1,"2019-04-08 12:18:16",DRN111
0,7,ain2,"2019-04-08 12:18:16",DRN111
0,8,ain3,"2019-04-08 12:18:16",DRN111
0,5,Temp1,"2019-04-08 12:18:15",DRN111
0,6,ain1,"2019-04-08 12:18:15",DRN111
0,7,ain2,"2019-04-08 12:18:15",DRN111
0,8,ain3,"2019-04-08 12:18:15",DRN111
24.94,5,Temp1,"2019-04-08 12:18:12",DRN111
0,6,ain1,"2019-04-08 12:18:12",DRN111
0,7,ain2,"2019-04-08 12:18:12",DRN111
0,8,ain3,"2019-04-08 12:18:12",DRN111
0,5,Temp1,"2019-04-08 12:18:10",DRN111
0,6,ain1,"2019-04-08 12:18:10",DRN111
0,7,ain2,"2019-04-08 12:18:10",DRN111
0,8,ain3,"2019-04-08 12:18:10",DRN111
24.94,5,Temp1,"2019-04-08 12:18:07",DRN111
0,6,ain1,"2019-04-08 12:18:07",DRN111
0,7,ain2,"2019-04-08 12:18:07",DRN111
0,8,ain3,"2019-04-08 12:18:07",DRN111
0,5,Temp1,"2019-04-08 12:18:06",DRN111
0,6,ain1,"2019-04-08 12:18:06",DRN111
0,7,ain2,"2019-04-08 12:18:06",DRN111
0,8,ain3,"2019-04-08 12:18:06",DRN111
24.94,5,Temp1,"2019-04-08 12:18:02",DRN111
0,6,ain1,"2019-04-08 12:18:02",DRN111
0,7,ain2,"2019-04-08 12:18:02",DRN111
0,8,ain3,"2019-04-08 12:18:02",DRN111
0,5,Temp1,"2019-04-08 12:18:01",DRN111
0,6,ain1,"2019-04-08 12:18:01",DRN111
0,7,ain2,"2019-04-08 12:18:01",DRN111
0,8,ain3,"2019-04-08 12:18:01",DRN111
24.94,5,Temp1,"2019-04-08 12:17:58",DRN111
0,6,ain1,"2019-04-08 12:17:58",DRN111
0,7,ain2,"2019-04-08 12:17:58",DRN111
0,8,ain3,"2019-04-08 12:17:58",DRN111
0,5,Temp1,"2019-04-08 12:17:57",DRN111
0,6,ain1,"2019-04-08 12:17:57",DRN111
0,7,ain2,"2019-04-08 12:17:57",DRN111
0,8,ain3,"2019-04-08 12:17:57",DRN111
24.94,5,Temp1,"2019-04-08 12:17:54",DRN111
0,6,ain1,"2019-04-08 12:17:54",DRN111
0,7,ain2,"2019-04-08 12:17:54",DRN111
0,8,ain3,"2019-04-08 12:17:54",DRN111
0,5,Temp1,"2019-04-08 12:17:53",DRN111
0,6,ain1,"2019-04-08 12:17:53",DRN111
0,7,ain2,"2019-04-08 12:17:53",DRN111
0,8,ain3,"2019-04-08 12:17:53",DRN111
24.94,5,Temp1,"2019-04-08 12:17:49",DRN111
0,6,ain1,"2019-04-08 12:17:49",DRN111
0,7,ain2,"2019-04-08 12:17:49",DRN111
0,8,ain3,"2019-04-08 12:17:49",DRN111
0,5,Temp1,"2019-04-08 12:17:48",DRN111
0,6,ain1,"2019-04-08 12:17:48",DRN111
0,7,ain2,"2019-04-08 12:17:48",DRN111
0,8,ain3,"2019-04-08 12:17:48",DRN111
24.94,5,Temp1,"2019-04-08 12:17:44",DRN111
0,6,ain1,"2019-04-08 12:17:44",DRN111
0,7,ain2,"2019-04-08 12:17:44",DRN111
0,8,ain3,"2019-04-08 12:17:44",DRN111
0,5,Temp1,"2019-04-08 12:17:43",DRN111
0,6,ain1,"2019-04-08 12:17:43",DRN111
0,7,ain2,"2019-04-08 12:17:43",DRN111
0,8,ain3,"2019-04-08 12:17:43",DRN111
24.94,5,Temp1,"2019-04-08 12:17:40",DRN111
0,6,ain1,"2019-04-08 12:17:40",DRN111
0,7,ain2,"2019-04-08 12:17:40",DRN111
0,8,ain3,"2019-04-08 12:17:40",DRN111
0,5,Temp1,"2019-04-08 12:17:39",DRN111
0,6,ain1,"2019-04-08 12:17:39",DRN111
0,7,ain2,"2019-04-08 12:17:39",DRN111
0,8,ain3,"2019-04-08 12:17:39",DRN111
24.94,5,Temp1,"2019-04-08 12:17:36",DRN111
0,6,ain1,"2019-04-08 12:17:36",DRN111
0,7,ain2,"2019-04-08 12:17:36",DRN111
0,8,ain3,"2019-04-08 12:17:36",DRN111
0,5,Temp1,"2019-04-08 12:17:35",DRN111
0,6,ain1,"2019-04-08 12:17:35",DRN111
0,7,ain2,"2019-04-08 12:17:35",DRN111
0,8,ain3,"2019-04-08 12:17:35",DRN111
24.94,5,Temp1,"2019-04-08 12:17:32",DRN111
0,6,ain1,"2019-04-08 12:17:32",DRN111
0,7,ain2,"2019-04-08 12:17:32",DRN111
0,8,ain3,"2019-04-08 12:17:32",DRN111
0,5,Temp1,"2019-04-08 12:17:31",DRN111
0,6,ain1,"2019-04-08 12:17:31",DRN111
0,7,ain2,"2019-04-08 12:17:31",DRN111
0,8,ain3,"2019-04-08 12:17:31",DRN111
24.94,5,Temp1,"2019-04-08 12:17:27",DRN111
0,6,ain1,"2019-04-08 12:17:27",DRN111
0,7,ain2,"2019-04-08 12:17:27",DRN111
0,8,ain3,"2019-04-08 12:17:27",DRN111
0,5,Temp1,"2019-04-08 12:17:26",DRN111
0,6,ain1,"2019-04-08 12:17:26",DRN111
0,7,ain2,"2019-04-08 12:17:26",DRN111
0,8,ain3,"2019-04-08 12:17:26",DRN111
24.94,5,Temp1,"2019-04-08 12:17:22",DRN111
0,6,ain1,"2019-04-08 12:17:22",DRN111
0,7,ain2,"2019-04-08 12:17:22",DRN111
0,8,ain3,"2019-04-08 12:17:22",DRN111
0,5,Temp1,"2019-04-08 12:17:21",DRN111
0,6,ain1,"2019-04-08 12:17:21",DRN111
0,7,ain2,"2019-04-08 12:17:21",DRN111
0,8,ain3,"2019-04-08 12:17:21",DRN111
24.94,5,Temp1,"2019-04-08 12:17:19",DRN111
0,6,ain1,"2019-04-08 12:17:19",DRN111
0,7,ain2,"2019-04-08 12:17:19",DRN111
0,8,ain3,"2019-04-08 12:17:19",DRN111
0,5,Temp1,"2019-04-08 12:17:17",DRN111
0,6,ain1,"2019-04-08 12:17:17",DRN111
0,7,ain2,"2019-04-08 12:17:17",DRN111
0,8,ain3,"2019-04-08 12:17:17",DRN111
24.94,5,Temp1,"2019-04-08 12:17:14",DRN111
0,6,ain1,"2019-04-08 12:17:14",DRN111
0,7,ain2,"2019-04-08 12:17:14",DRN111
0,8,ain3,"2019-04-08 12:17:14",DRN111
0,5,Temp1,"2019-04-08 12:17:13",DRN111
0,6,ain1,"2019-04-08 12:17:13",DRN111
0,7,ain2,"2019-04-08 12:17:13",DRN111
0,8,ain3,"2019-04-08 12:17:13",DRN111
24.94,5,Temp1,"2019-04-08 12:17:09",DRN111
0,6,ain1,"2019-04-08 12:17:09",DRN111
0,7,ain2,"2019-04-08 12:17:09",DRN111
0,8,ain3,"2019-04-08 12:17:09",DRN111
0,5,Temp1,"2019-04-08 12:17:08",DRN111
0,6,ain1,"2019-04-08 12:17:08",DRN111
0,7,ain2,"2019-04-08 12:17:08",DRN111
0,8,ain3,"2019-04-08 12:17:08",DRN111
25,5,Temp1,"2019-04-08 12:17:05",DRN111
0,6,ain1,"2019-04-08 12:17:05",DRN111
0,7,ain2,"2019-04-08 12:17:05",DRN111
0,8,ain3,"2019-04-08 12:17:05",DRN111
0,5,Temp1,"2019-04-08 12:17:04",DRN111
0,6,ain1,"2019-04-08 12:17:04",DRN111
0,7,ain2,"2019-04-08 12:17:04",DRN111
0,8,ain3,"2019-04-08 12:17:04",DRN111
24.94,5,Temp1,"2019-04-08 12:17:00",DRN111
0,6,ain1,"2019-04-08 12:17:00",DRN111
0,7,ain2,"2019-04-08 12:17:00",DRN111
0,8,ain3,"2019-04-08 12:17:00",DRN111
0,5,Temp1,"2019-04-08 12:16:59",DRN111
0,6,ain1,"2019-04-08 12:16:59",DRN111
0,7,ain2,"2019-04-08 12:16:59",DRN111
0,8,ain3,"2019-04-08 12:16:59",DRN111
25,5,Temp1,"2019-04-08 12:16:56",DRN111
0,6,ain1,"2019-04-08 12:16:56",DRN111
0,7,ain2,"2019-04-08 12:16:56",DRN111
0,8,ain3,"2019-04-08 12:16:56",DRN111
0,5,Temp1,"2019-04-08 12:16:55",DRN111
0,6,ain1,"2019-04-08 12:16:55",DRN111
0,7,ain2,"2019-04-08 12:16:55",DRN111
0,8,ain3,"2019-04-08 12:16:55",DRN111
25,5,Temp1,"2019-04-08 12:16:51",DRN111
0,6,ain1,"2019-04-08 12:16:51",DRN111
0,7,ain2,"2019-04-08 12:16:51",DRN111
0,8,ain3,"2019-04-08 12:16:51",DRN111
